id,number,type,date,time,scheduled_laps,is_cancelled,point_system_id,round_id
2,1,QB,1950-05-11,,,f,1,1
1,2,R,1950-05-13,,,f,2,1
5,1,QB,1950-05-18,,,f,1,2
4,2,R,1950-05-21,,,f,2,2
8,1,QB,1950-05-28,,,f,1,3
7,2,R,1950-05-30,,,f,2,3
11,1,QB,1950-06-02,,,f,1,4
10,2,R,1950-06-04,,,f,2,4
14,1,QB,1950-06-16,,,f,1,5
13,2,R,1950-06-18,,,f,2,5
17,1,QB,1950-06-30,,,f,1,6
16,2,R,1950-07-02,,,f,2,6
20,1,QB,1950-09-01,,,f,1,7
19,2,R,1950-09-03,,,f,2,7
23,1,QB,1951-05-25,,,f,1,8
22,2,R,1951-05-27,,,f,2,8
26,1,QB,1951-05-28,,,f,1,9
25,2,R,1951-05-30,,,f,2,9
29,1,QB,1951-06-15,,,f,1,10
28,2,R,1951-06-17,,,f,2,10
32,1,QB,1951-06-29,,,f,1,11
31,2,R,1951-07-01,,,f,2,11
35,1,QB,1951-07-12,,,f,1,12
34,2,R,1951-07-14,,,f,2,12
38,1,QB,1951-07-27,,,f,1,13
37,2,R,1951-07-29,,,f,2,13
41,1,QB,1951-09-14,,,f,1,14
40,2,R,1951-09-16,,,f,2,14
44,1,QB,1951-10-26,,,f,1,15
43,2,R,1951-10-28,,,f,2,15
47,1,QB,1952-05-16,,,f,1,16
46,2,R,1952-05-18,,,f,2,16
50,1,QB,1952-05-28,,,f,1,17
49,2,R,1952-05-30,,,f,2,17
53,1,QB,1952-06-20,,,f,1,18
52,2,R,1952-06-22,,,f,2,18
56,1,QB,1952-07-04,,,f,1,19
55,2,R,1952-07-06,,,f,2,19
59,1,QB,1952-07-17,,,f,1,20
58,2,R,1952-07-19,,,f,2,20
62,1,QB,1952-08-01,,,f,1,21
61,2,R,1952-08-03,,,f,2,21
65,1,QB,1952-08-15,,,f,1,22
64,2,R,1952-08-17,,,f,2,22
68,1,QB,1952-09-05,,,f,1,23
67,2,R,1952-09-07,,,f,2,23
71,1,QB,1953-01-16,,,f,1,24
70,2,R,1953-01-18,,,f,2,24
74,1,QB,1953-05-28,,,f,1,25
73,2,R,1953-05-30,,,f,2,25
77,1,QB,1953-06-05,,,f,1,26
76,2,R,1953-06-07,,,f,2,26
80,1,QB,1953-06-19,,,f,1,27
79,2,R,1953-06-21,,,f,2,27
83,1,QB,1953-07-03,,,f,1,28
82,2,R,1953-07-05,,,f,2,28
86,1,QB,1953-07-16,,,f,1,29
85,2,R,1953-07-18,,,f,2,29
89,1,QB,1953-07-31,,,f,1,30
88,2,R,1953-08-02,,,f,2,30
92,1,QB,1953-08-21,,,f,1,31
91,2,R,1953-08-23,,,f,2,31
95,1,QB,1953-09-11,,,f,1,32
94,2,R,1953-09-13,,,f,2,32
98,1,QB,1954-01-15,,,f,1,33
97,2,R,1954-01-17,,,f,3,33
101,1,QB,1954-05-29,,,f,1,34
100,2,R,1954-05-31,,,f,3,34
104,1,QB,1954-06-18,,,f,1,35
103,2,R,1954-06-20,,,f,3,35
107,1,QB,1954-07-02,,,f,1,36
106,2,R,1954-07-04,,,f,3,36
110,1,QB,1954-07-15,,,f,1,37
109,2,R,1954-07-17,,,f,3,37
113,1,QB,1954-07-30,,,f,1,38
112,2,R,1954-08-01,,,f,3,38
116,1,QB,1954-08-20,,,f,1,39
115,2,R,1954-08-22,,,f,3,39
119,1,QB,1954-09-03,,,f,1,40
118,2,R,1954-09-05,,,f,3,40
122,1,QB,1954-10-22,,,f,1,41
121,2,R,1954-10-24,,,f,3,41
125,1,QB,1955-01-14,,,f,1,42
124,2,R,1955-01-16,,,f,4,42
128,1,QB,1955-05-19,,,f,1,43
127,2,R,1955-05-22,,,f,4,43
131,1,QB,1955-05-28,,,f,1,44
130,2,R,1955-05-30,,,f,4,44
134,1,QB,1955-06-03,,,f,1,45
133,2,R,1955-06-05,,,f,4,45
137,1,QB,1955-06-17,,,f,1,46
136,2,R,1955-06-19,,,f,4,46
140,1,QB,1955-07-14,,,f,1,47
139,2,R,1955-07-16,,,f,4,47
143,1,QB,1955-09-09,,,f,1,48
142,2,R,1955-09-11,,,f,4,48
146,1,QB,1956-01-20,,,f,1,49
145,2,R,1956-01-22,,,f,5,49
149,1,QB,1956-05-10,,,f,1,50
148,2,R,1956-05-13,,,f,5,50
152,1,QB,1956-05-28,,,f,1,51
151,2,R,1956-05-30,,,f,5,51
155,1,QB,1956-06-01,,,f,1,52
154,2,R,1956-06-03,,,f,5,52
158,1,QB,1956-06-29,,,f,1,53
157,2,R,1956-07-01,,,f,5,53
161,1,QB,1956-07-12,,,f,1,54
160,2,R,1956-07-14,,,f,5,54
164,1,QB,1956-08-03,,,f,1,55
163,2,R,1956-08-05,,,f,5,55
167,1,QB,1956-08-31,,,f,1,56
166,2,R,1956-09-02,,,f,5,56
170,1,QB,1957-01-11,,,f,1,57
169,2,R,1957-01-13,,,f,5,57
173,1,QB,1957-05-16,,,f,1,58
172,2,R,1957-05-19,,,f,5,58
176,1,QB,1957-05-28,,,f,1,59
175,2,R,1957-05-30,,,f,5,59
179,1,QB,1957-07-05,,,f,1,60
178,2,R,1957-07-07,,,f,5,60
182,1,QB,1957-07-18,,,f,1,61
181,2,R,1957-07-20,,,f,5,61
185,1,QB,1957-08-02,,,f,1,62
184,2,R,1957-08-04,,,f,5,62
188,1,QB,1957-08-16,,,f,1,63
187,2,R,1957-08-18,,,f,5,63
191,1,QB,1957-09-06,,,f,1,64
190,2,R,1957-09-08,,,f,5,64
194,1,QB,1958-01-17,,,f,1,65
193,2,R,1958-01-19,,,f,6,65
197,1,QB,1958-05-15,,,f,1,66
196,2,R,1958-05-18,,,f,6,66
200,1,QB,1958-05-24,,,f,1,67
199,2,R,1958-05-26,,,f,6,67
203,1,QB,1958-05-28,,,f,1,68
202,2,R,1958-05-30,,,f,7,68
206,1,QB,1958-06-13,,,f,1,69
205,2,R,1958-06-15,,,f,6,69
209,1,QB,1958-07-04,,,f,1,70
208,2,R,1958-07-06,,,f,6,70
212,1,QB,1958-07-17,,,f,1,71
211,2,R,1958-07-19,,,f,6,71
215,1,QB,1958-08-01,,,f,1,72
214,2,R,1958-08-03,,,f,6,72
218,1,QB,1958-08-22,,,f,1,73
217,2,R,1958-08-24,,,f,6,73
221,1,QB,1958-09-05,,,f,1,74
220,2,R,1958-09-07,,,f,6,74
224,1,QB,1958-10-17,,,f,1,75
223,2,R,1958-10-19,,,f,6,75
227,1,QB,1959-05-07,,,f,1,76
226,2,R,1959-05-10,,,f,6,76
230,1,QB,1959-05-28,,,f,1,77
229,2,R,1959-05-30,,,f,7,77
233,1,QB,1959-05-29,,,f,1,78
232,2,R,1959-05-31,,,f,6,78
236,1,QB,1959-07-03,,,f,1,79
235,2,R,1959-07-05,,,f,6,79
239,1,QB,1959-07-16,,,f,1,80
238,2,R,1959-07-18,,,f,6,80
242,1,QB,1959-07-31,,,f,1,81
241,2,R,1959-08-02,,,f,6,81
245,1,QB,1959-08-21,,,f,1,82
244,2,R,1959-08-23,,,f,6,82
248,1,QB,1959-09-11,,,f,1,83
247,2,R,1959-09-13,,,f,6,83
251,1,QB,1959-12-10,,,f,1,84
250,2,R,1959-12-12,,,f,6,84
254,1,QB,1960-02-05,,,f,1,85
253,2,R,1960-02-07,,,f,8,85
257,1,QB,1960-05-26,,,f,1,86
256,2,R,1960-05-29,,,f,8,86
260,1,QB,1960-05-28,,,f,1,87
259,2,R,1960-05-30,,,f,9,87
263,1,QB,1960-06-04,,,f,1,88
262,2,R,1960-06-06,,,f,8,88
266,1,QB,1960-06-17,,,f,1,89
265,2,R,1960-06-19,,,f,8,89
269,1,QB,1960-07-01,,,f,1,90
268,2,R,1960-07-03,,,f,8,90
272,1,QB,1960-07-14,,,f,1,91
271,2,R,1960-07-16,,,f,8,91
275,1,QB,1960-08-12,,,f,1,92
274,2,R,1960-08-14,,,f,8,92
278,1,QB,1960-09-02,,,f,1,93
277,2,R,1960-09-04,,,f,8,93
281,1,QB,1960-11-18,,,f,1,94
280,2,R,1960-11-20,,,f,8,94
284,1,QB,1961-05-11,,,f,1,95
283,2,R,1961-05-14,,,f,10,95
287,1,QB,1961-05-20,,,f,1,96
286,2,R,1961-05-22,,,f,10,96
290,1,QB,1961-06-16,,,f,1,97
289,2,R,1961-06-18,,,f,10,97
293,1,QB,1961-06-30,,,f,1,98
292,2,R,1961-07-02,,,f,10,98
296,1,QB,1961-07-13,,,f,1,99
295,2,R,1961-07-15,,,f,10,99
299,1,QB,1961-08-04,,,f,1,100
298,2,R,1961-08-06,,,f,10,100
302,1,QB,1961-09-08,,,f,1,101
301,2,R,1961-09-10,,,f,10,101
305,1,QB,1961-10-06,,,f,1,102
304,2,R,1961-10-08,,,f,10,102
308,1,QB,1962-05-18,,,f,1,103
307,2,R,1962-05-20,,,f,11,103
311,1,QB,1962-05-31,,,f,1,104
310,2,R,1962-06-03,,,f,11,104
314,1,QB,1962-06-15,,,f,1,105
313,2,R,1962-06-17,,,f,11,105
317,1,QB,1962-07-06,,,f,1,106
316,2,R,1962-07-08,,,f,11,106
320,1,QB,1962-07-19,,,f,1,107
319,2,R,1962-07-21,,,f,11,107
323,1,QB,1962-08-03,,,f,1,108
322,2,R,1962-08-05,,,f,11,108
326,1,QB,1962-09-14,,,f,1,109
325,2,R,1962-09-16,,,f,11,109
329,1,QB,1962-10-05,,,f,1,110
328,2,R,1962-10-07,,,f,11,110
332,1,QB,1962-12-27,,,f,1,111
331,2,R,1962-12-29,,,f,11,111
335,1,QB,1963-05-23,,,f,1,112
334,2,R,1963-05-26,,,f,11,112
338,1,QB,1963-06-07,,,f,1,113
337,2,R,1963-06-09,,,f,11,113
341,1,QB,1963-06-21,,,f,1,114
340,2,R,1963-06-23,,,f,11,114
344,1,QB,1963-06-28,,,f,1,115
343,2,R,1963-06-30,,,f,11,115
347,1,QB,1963-07-18,,,f,1,116
346,2,R,1963-07-20,,,f,11,116
350,1,QB,1963-08-02,,,f,1,117
349,2,R,1963-08-04,,,f,11,117
353,1,QB,1963-09-06,,,f,1,118
352,2,R,1963-09-08,,,f,11,118
356,1,QB,1963-10-04,,,f,1,119
355,2,R,1963-10-06,,,f,11,119
359,1,QB,1963-10-25,,,f,1,120
358,2,R,1963-10-27,,,f,11,120
362,1,QB,1963-12-26,,,f,1,121
361,2,R,1963-12-28,,,f,11,121
365,1,QB,1964-05-07,,,f,1,122
364,2,R,1964-05-10,,,f,11,122
368,1,QB,1964-05-22,,,f,1,123
367,2,R,1964-05-24,,,f,11,123
371,1,QB,1964-06-12,,,f,1,124
370,2,R,1964-06-14,,,f,11,124
374,1,QB,1964-06-26,,,f,1,125
373,2,R,1964-06-28,,,f,11,125
377,1,QB,1964-07-09,,,f,1,126
376,2,R,1964-07-11,,,f,11,126
380,1,QB,1964-07-31,,,f,1,127
379,2,R,1964-08-02,,,f,11,127
383,1,QB,1964-08-21,,,f,1,128
382,2,R,1964-08-23,,,f,11,128
386,1,QB,1964-09-04,,,f,1,129
385,2,R,1964-09-06,,,f,11,129
389,1,QB,1964-10-02,,,f,1,130
388,2,R,1964-10-04,,,f,11,130
392,1,QB,1964-10-23,,,f,1,131
391,2,R,1964-10-25,,,f,11,131
395,1,QB,1964-12-30,,,f,1,132
394,2,R,1965-01-01,,,f,11,132
398,1,QB,1965-05-27,,,f,1,133
397,2,R,1965-05-30,,,f,11,133
401,1,QB,1965-06-11,,,f,1,134
400,2,R,1965-06-13,,,f,11,134
404,1,QB,1965-06-25,,,f,1,135
403,2,R,1965-06-27,,,f,11,135
407,1,QB,1965-07-08,,,f,1,136
406,2,R,1965-07-10,,,f,11,136
410,1,QB,1965-07-16,,,f,1,137
409,2,R,1965-07-18,,,f,11,137
413,1,QB,1965-07-30,,,f,1,138
412,2,R,1965-08-01,,,f,11,138
416,1,QB,1965-09-10,,,f,1,139
415,2,R,1965-09-12,,,f,11,139
419,1,QB,1965-10-01,,,f,1,140
418,2,R,1965-10-03,,,f,11,140
422,1,QB,1965-10-22,,,f,1,141
421,2,R,1965-10-24,,,f,11,141
425,1,QB,1966-05-19,,,f,1,142
424,2,R,1966-05-22,,,f,11,142
428,1,QB,1966-06-10,,,f,1,143
427,2,R,1966-06-12,,,f,11,143
431,1,QB,1966-07-01,,,f,1,144
430,2,R,1966-07-03,,,f,11,144
434,1,QB,1966-07-14,,,f,1,145
433,2,R,1966-07-16,,,f,11,145
437,1,QB,1966-07-22,,,f,1,146
436,2,R,1966-07-24,,,f,11,146
440,1,QB,1966-08-05,,,f,1,147
439,2,R,1966-08-07,,,f,11,147
443,1,QB,1966-09-02,,,f,1,148
442,2,R,1966-09-04,,,f,11,148
446,1,QB,1966-09-30,,,f,1,149
445,2,R,1966-10-02,,,f,11,149
449,1,QB,1966-10-21,,,f,1,150
448,2,R,1966-10-23,,,f,11,150
452,1,QB,1966-12-31,,,f,1,151
451,2,R,1967-01-02,,,f,11,151
455,1,QB,1967-05-04,,,f,1,152
454,2,R,1967-05-07,,,f,11,152
458,1,QB,1967-06-02,,,f,1,153
457,2,R,1967-06-04,,,f,11,153
461,1,QB,1967-06-16,,,f,1,154
460,2,R,1967-06-18,,,f,11,154
464,1,QB,1967-06-30,,,f,1,155
463,2,R,1967-07-02,,,f,11,155
467,1,QB,1967-07-13,,,f,1,156
466,2,R,1967-07-15,,,f,11,156
470,1,QB,1967-08-04,,,f,1,157
469,2,R,1967-08-06,,,f,11,157
473,1,QB,1967-08-25,,,f,1,158
472,2,R,1967-08-27,,,f,11,158
476,1,QB,1967-09-08,,,f,1,159
475,2,R,1967-09-10,,,f,11,159
479,1,QB,1967-09-29,,,f,1,160
478,2,R,1967-10-01,,,f,11,160
482,1,QB,1967-10-20,,,f,1,161
481,2,R,1967-10-22,,,f,11,161
485,1,QB,1967-12-30,,,f,1,162
484,2,R,1968-01-01,,,f,11,162
488,1,QB,1968-05-10,,,f,1,163
487,2,R,1968-05-12,,,f,11,163
491,1,QB,1968-05-23,,,f,1,164
490,2,R,1968-05-26,,,f,11,164
494,1,QB,1968-06-07,,,f,1,165
493,2,R,1968-06-09,,,f,11,165
497,1,QB,1968-06-21,,,f,1,166
496,2,R,1968-06-23,,,f,11,166
500,1,QB,1968-07-05,,,f,1,167
499,2,R,1968-07-07,,,f,11,167
503,1,QB,1968-07-18,,,f,1,168
502,2,R,1968-07-20,,,f,11,168
506,1,QB,1968-08-02,,,f,1,169
505,2,R,1968-08-04,,,f,11,169
509,1,QB,1968-09-06,,,f,1,170
508,2,R,1968-09-08,,,f,11,170
512,1,QB,1968-09-20,,,f,1,171
511,2,R,1968-09-22,,,f,11,171
515,1,QB,1968-10-04,,,f,1,172
514,2,R,1968-10-06,,,f,11,172
518,1,QB,1968-11-01,,,f,1,173
517,2,R,1968-11-03,,,f,11,173
521,1,QB,1969-02-27,,,f,1,174
520,2,R,1969-03-01,,,f,11,174
524,1,QB,1969-05-02,,,f,1,175
523,2,R,1969-05-04,,,f,11,175
527,1,QB,1969-05-15,,,f,1,176
526,2,R,1969-05-18,,,f,11,176
530,1,QB,1969-06-19,,,f,1,177
529,2,R,1969-06-21,,,f,11,177
533,1,QB,1969-07-04,,,f,1,178
532,2,R,1969-07-06,,,f,11,178
536,1,QB,1969-07-17,,,f,1,179
535,2,R,1969-07-19,,,f,11,179
539,1,QB,1969-08-01,,,f,1,180
538,2,R,1969-08-03,,,f,11,180
542,1,QB,1969-09-05,,,f,1,181
541,2,R,1969-09-07,,,f,11,181
545,1,QB,1969-09-18,,,f,1,182
544,2,R,1969-09-20,,,f,11,182
548,1,QB,1969-10-03,,,f,1,183
547,2,R,1969-10-05,,,f,11,183
551,1,QB,1969-10-17,,,f,1,184
550,2,R,1969-10-19,,,f,11,184
554,1,QB,1970-03-05,,,f,1,185
553,2,R,1970-03-07,,,f,11,185
557,1,QB,1970-04-17,,,f,1,186
556,2,R,1970-04-19,,,f,11,186
560,1,QB,1970-05-07,,,f,1,187
559,2,R,1970-05-10,,,f,11,187
563,1,QB,1970-06-05,,,f,1,188
562,2,R,1970-06-07,,,f,11,188
566,1,QB,1970-06-19,,,f,1,189
565,2,R,1970-06-21,,,f,11,189
569,1,QB,1970-07-03,,,f,1,190
568,2,R,1970-07-05,,,f,11,190
572,1,QB,1970-07-16,,,f,1,191
571,2,R,1970-07-18,,,f,11,191
575,1,QB,1970-07-31,,,f,1,192
574,2,R,1970-08-02,,,f,11,192
578,1,QB,1970-08-14,,,f,1,193
577,2,R,1970-08-16,,,f,11,193
581,1,QB,1970-09-04,,,f,1,194
580,2,R,1970-09-06,,,f,11,194
584,1,QB,1970-09-18,,,f,1,195
583,2,R,1970-09-20,,,f,11,195
587,1,QB,1970-10-02,,,f,1,196
586,2,R,1970-10-04,,,f,11,196
590,1,QB,1970-10-23,,,f,1,197
589,2,R,1970-10-25,,,f,11,197
593,1,QB,1971-03-04,,,f,1,198
592,2,R,1971-03-06,,,f,11,198
596,1,QB,1971-04-16,,,f,1,199
595,2,R,1971-04-18,,,f,11,199
599,1,QB,1971-05-20,,,f,1,200
598,2,R,1971-05-23,,,f,11,200
602,1,QB,1971-06-18,,,f,1,201
601,2,R,1971-06-20,,,f,11,201
605,1,QB,1971-07-02,,,f,1,202
604,2,R,1971-07-04,,,f,11,202
608,1,QB,1971-07-15,,,f,1,203
607,2,R,1971-07-17,,,f,11,203
611,1,QB,1971-07-30,,,f,1,204
610,2,R,1971-08-01,,,f,11,204
614,1,QB,1971-08-13,,,f,1,205
613,2,R,1971-08-15,,,f,11,205
617,1,QB,1971-09-03,,,f,1,206
616,2,R,1971-09-05,,,f,11,206
620,1,QB,1971-09-17,,,f,1,207
619,2,R,1971-09-19,,,f,11,207
623,1,QB,1971-10-01,,,f,1,208
622,2,R,1971-10-03,,,f,11,208
626,1,QB,1972-01-21,,,f,1,209
625,2,R,1972-01-23,,,f,11,209
629,1,QB,1972-03-02,,,f,1,210
628,2,R,1972-03-04,,,f,11,210
632,1,QB,1972-04-29,,,f,1,211
631,2,R,1972-05-01,,,f,11,211
635,1,QB,1972-05-11,,,f,1,212
634,2,R,1972-05-14,,,f,11,212
638,1,QB,1972-06-02,,,f,1,213
637,2,R,1972-06-04,,,f,11,213
641,1,QB,1972-06-30,,,f,1,214
640,2,R,1972-07-02,,,f,11,214
644,1,QB,1972-07-13,,,f,1,215
643,2,R,1972-07-15,,,f,11,215
647,1,QB,1972-07-28,,,f,1,216
646,2,R,1972-07-30,,,f,11,216
650,1,QB,1972-08-11,,,f,1,217
649,2,R,1972-08-13,,,f,11,217
653,1,QB,1972-09-08,,,f,1,218
652,2,R,1972-09-10,,,f,11,218
656,1,QB,1972-09-22,,,f,1,219
655,2,R,1972-09-24,,,f,11,219
659,1,QB,1972-10-06,,,f,1,220
658,2,R,1972-10-08,,,f,11,220
662,1,QB,1973-01-26,,,f,1,221
661,2,R,1973-01-28,,,f,11,221
665,1,QB,1973-02-09,,,f,1,222
664,2,R,1973-02-11,,,f,11,222
668,1,QB,1973-03-01,,,f,1,223
667,2,R,1973-03-03,,,f,11,223
671,1,QB,1973-04-27,,,f,1,224
670,2,R,1973-04-29,,,f,11,224
674,1,QB,1973-05-18,,,f,1,225
673,2,R,1973-05-20,,,f,11,225
677,1,QB,1973-05-31,,,f,1,226
676,2,R,1973-06-03,,,f,11,226
680,1,QB,1973-06-15,,,f,1,227
679,2,R,1973-06-17,,,f,11,227
683,1,QB,1973-06-29,,,f,1,228
682,2,R,1973-07-01,,,f,11,228
686,1,QB,1973-07-12,,,f,1,229
685,2,R,1973-07-14,,,f,11,229
689,1,QB,1973-07-27,,,f,1,230
688,2,R,1973-07-29,,,f,11,230
692,1,QB,1973-08-03,,,f,1,231
691,2,R,1973-08-05,,,f,11,231
695,1,QB,1973-08-17,,,f,1,232
694,2,R,1973-08-19,,,f,11,232
698,1,QB,1973-09-07,,,f,1,233
697,2,R,1973-09-09,,,f,11,233
701,1,QB,1973-09-21,,,f,1,234
700,2,R,1973-09-23,,,f,11,234
704,1,QB,1973-10-05,,,f,1,235
703,2,R,1973-10-07,,,f,11,235
707,1,QB,1974-01-11,,,f,1,236
706,2,R,1974-01-13,,,f,11,236
710,1,QB,1974-01-25,,,f,1,237
709,2,R,1974-01-27,,,f,11,237
713,1,QB,1974-03-28,,,f,1,238
712,2,R,1974-03-30,,,f,11,238
716,1,QB,1974-04-26,,,f,1,239
715,2,R,1974-04-28,,,f,11,239
719,1,QB,1974-05-10,,,f,1,240
718,2,R,1974-05-12,,,f,11,240
722,1,QB,1974-05-23,,,f,1,241
721,2,R,1974-05-26,,,f,11,241
725,1,QB,1974-06-07,,,f,1,242
724,2,R,1974-06-09,,,f,11,242
728,1,QB,1974-06-21,,,f,1,243
727,2,R,1974-06-23,,,f,11,243
731,1,QB,1974-07-05,,,f,1,244
730,2,R,1974-07-07,,,f,11,244
734,1,QB,1974-07-18,,,f,1,245
733,2,R,1974-07-20,,,f,11,245
737,1,QB,1974-08-02,,,f,1,246
736,2,R,1974-08-04,,,f,11,246
740,1,QB,1974-08-16,,,f,1,247
739,2,R,1974-08-18,,,f,11,247
743,1,QB,1974-09-06,,,f,1,248
742,2,R,1974-09-08,,,f,11,248
746,1,QB,1974-09-20,,,f,1,249
745,2,R,1974-09-22,,,f,11,249
749,1,QB,1974-10-04,,,f,1,250
748,2,R,1974-10-06,,,f,11,250
752,1,QB,1975-01-10,,,f,1,251
751,2,R,1975-01-12,,,f,12,251
755,1,QB,1975-01-24,,,f,1,252
754,2,R,1975-01-26,,,f,12,252
758,1,QB,1975-02-27,,,f,1,253
757,2,R,1975-03-01,,,f,12,253
761,1,QB,1975-04-25,,,f,1,254
760,2,R,1975-04-27,,,f,12,254
764,1,QB,1975-05-08,,,f,1,255
763,2,R,1975-05-11,,,f,12,255
767,1,QB,1975-05-23,,,f,1,256
766,2,R,1975-05-25,,,f,12,256
770,1,QB,1975-06-06,,,f,1,257
769,2,R,1975-06-08,,,f,12,257
773,1,QB,1975-06-20,,,f,1,258
772,2,R,1975-06-22,,,f,12,258
776,1,QB,1975-07-04,,,f,1,259
775,2,R,1975-07-06,,,f,12,259
779,1,QB,1975-07-17,,,f,1,260
778,2,R,1975-07-19,,,f,12,260
782,1,QB,1975-08-01,,,f,1,261
781,2,R,1975-08-03,,,f,12,261
785,1,QB,1975-08-15,,,f,1,262
784,2,R,1975-08-17,,,f,12,262
788,1,QB,1975-09-05,,,f,1,263
787,2,R,1975-09-07,,,f,12,263
791,1,QB,1975-10-03,,,f,1,264
790,2,R,1975-10-05,,,f,12,264
794,1,QB,1976-01-23,,,f,1,265
793,2,R,1976-01-25,,,f,12,265
797,1,QB,1976-03-04,,,f,1,266
796,2,R,1976-03-06,,,f,12,266
800,1,QB,1976-03-26,,,f,1,267
799,2,R,1976-03-28,,,f,12,267
803,1,QB,1976-04-30,,,f,1,268
802,2,R,1976-05-02,,,f,12,268
806,1,QB,1976-05-14,,,f,1,269
805,2,R,1976-05-16,,,f,12,269
809,1,QB,1976-05-27,,,f,1,270
808,2,R,1976-05-30,,,f,12,270
812,1,QB,1976-06-11,,,f,1,271
811,2,R,1976-06-13,,,f,12,271
815,1,QB,1976-07-02,,,f,1,272
814,2,R,1976-07-04,,,f,12,272
818,1,QB,1976-07-16,,,f,1,273
817,2,R,1976-07-18,,,f,12,273
821,1,QB,1976-07-30,,,f,1,274
820,2,R,1976-08-01,,,f,12,274
824,1,QB,1976-08-13,,,f,1,275
823,2,R,1976-08-15,,,f,12,275
827,1,QB,1976-08-27,,,f,1,276
826,2,R,1976-08-29,,,f,12,276
830,1,QB,1976-09-10,,,f,1,277
829,2,R,1976-09-12,,,f,12,277
833,1,QB,1976-10-01,,,f,1,278
832,2,R,1976-10-03,,,f,12,278
836,1,QB,1976-10-08,,,f,1,279
835,2,R,1976-10-10,,,f,12,279
839,1,QB,1976-10-22,,,f,1,280
838,2,R,1976-10-24,,,f,12,280
842,1,QB,1977-01-07,,,f,1,281
841,2,R,1977-01-09,,,f,12,281
845,1,QB,1977-01-21,,,f,1,282
844,2,R,1977-01-23,,,f,12,282
848,1,QB,1977-03-03,,,f,1,283
847,2,R,1977-03-05,,,f,12,283
851,1,QB,1977-04-01,,,f,1,284
850,2,R,1977-04-03,,,f,12,284
854,1,QB,1977-05-06,,,f,1,285
853,2,R,1977-05-08,,,f,12,285
857,1,QB,1977-05-19,,,f,1,286
856,2,R,1977-05-22,,,f,12,286
860,1,QB,1977-06-03,,,f,1,287
859,2,R,1977-06-05,,,f,12,287
863,1,QB,1977-06-17,,,f,1,288
862,2,R,1977-06-19,,,f,12,288
866,1,QB,1977-07-01,,,f,1,289
865,2,R,1977-07-03,,,f,12,289
869,1,QB,1977-07-14,,,f,1,290
868,2,R,1977-07-16,,,f,12,290
872,1,QB,1977-07-29,,,f,1,291
871,2,R,1977-07-31,,,f,12,291
875,1,QB,1977-08-12,,,f,1,292
874,2,R,1977-08-14,,,f,12,292
878,1,QB,1977-08-26,,,f,1,293
877,2,R,1977-08-28,,,f,12,293
881,1,QB,1977-09-09,,,f,1,294
880,2,R,1977-09-11,,,f,12,294
884,1,QB,1977-09-30,,,f,1,295
883,2,R,1977-10-02,,,f,12,295
887,1,QB,1977-10-07,,,f,1,296
886,2,R,1977-10-09,,,f,12,296
890,1,QB,1977-10-21,,,f,1,297
889,2,R,1977-10-23,,,f,12,297
893,1,QB,1978-01-13,,,f,1,298
892,2,R,1978-01-15,,,f,12,298
896,1,QB,1978-01-27,,,f,1,299
895,2,R,1978-01-29,,,f,12,299
899,1,QB,1978-03-02,,,f,1,300
898,2,R,1978-03-04,,,f,12,300
902,1,QB,1978-03-31,,,f,1,301
901,2,R,1978-04-02,,,f,12,301
905,1,QB,1978-05-04,,,f,1,302
904,2,R,1978-05-07,,,f,12,302
908,1,QB,1978-05-19,,,f,1,303
907,2,R,1978-05-21,,,f,12,303
911,1,QB,1978-06-02,,,f,1,304
910,2,R,1978-06-04,,,f,12,304
914,1,QB,1978-06-15,,,f,1,305
913,2,R,1978-06-17,,,f,12,305
917,1,QB,1978-06-30,,,f,1,306
916,2,R,1978-07-02,,,f,12,306
920,1,QB,1978-07-14,,,f,1,307
919,2,R,1978-07-16,,,f,12,307
923,1,QB,1978-07-28,,,f,1,308
922,2,R,1978-07-30,,,f,12,308
926,1,QB,1978-08-11,,,f,1,309
925,2,R,1978-08-13,,,f,12,309
929,1,QB,1978-08-25,,,f,1,310
928,2,R,1978-08-27,,,f,12,310
932,1,QB,1978-09-08,,,f,1,311
931,2,R,1978-09-10,,,f,12,311
935,1,QB,1978-09-29,,,f,1,312
934,2,R,1978-10-01,,,f,12,312
938,1,QB,1978-10-06,,,f,1,313
937,2,R,1978-10-08,,,f,12,313
941,1,QB,1979-01-19,,,f,1,314
940,2,R,1979-01-21,,,f,12,314
944,1,QB,1979-02-02,,,f,1,315
943,2,R,1979-02-04,,,f,12,315
947,1,QB,1979-03-01,,,f,1,316
946,2,R,1979-03-03,,,f,12,316
950,1,QB,1979-04-06,,,f,1,317
949,2,R,1979-04-08,,,f,12,317
953,1,QB,1979-04-27,,,f,1,318
952,2,R,1979-04-29,,,f,12,318
956,1,QB,1979-05-11,,,f,1,319
955,2,R,1979-05-13,,,f,12,319
959,1,QB,1979-05-24,,,f,1,320
958,2,R,1979-05-27,,,f,12,320
962,1,QB,1979-06-29,,,f,1,321
961,2,R,1979-07-01,,,f,12,321
965,1,QB,1979-07-12,,,f,1,322
964,2,R,1979-07-14,,,f,12,322
968,1,QB,1979-07-27,,,f,1,323
967,2,R,1979-07-29,,,f,12,323
971,1,QB,1979-08-10,,,f,1,324
970,2,R,1979-08-12,,,f,12,324
974,1,QB,1979-08-24,,,f,1,325
