id,year,round_number,session_number,position,points,win_count,highest_finish,is_eligible,adjustment_type,round_id,season_id,session_id,team_id
104,1950,6,2,,0,0,,f,0,6,,16,12
105,1950,6,2,,0,0,,f,0,6,,16,9
106,1950,7,2,,0,6,1,f,0,7,1,19,1
107,1950,7,2,,0,1,1,f,0,7,1,19,10
108,1950,7,2,,0,0,2,f,0,7,1,19,6
109,1950,7,2,,0,0,2,f,0,7,1,19,11
110,1950,7,2,,0,0,3,f,0,7,1,19,5
111,1950,7,2,,0,0,3,f,0,7,1,19,2
112,1950,7,2,,0,0,4,f,0,7,1,19,8
113,1950,7,2,,0,0,6,f,0,7,1,19,4
114,1950,7,2,,0,0,6,f,0,7,1,19,23
115,1950,7,2,,0,0,8,f,0,7,1,19,19
116,1950,7,2,,0,0,9,f,0,7,1,19,3
117,1950,7,2,,0,0,9,f,0,7,1,19,22
118,1950,7,2,,0,0,11,f,0,7,1,19,21
119,1950,7,2,,0,0,12,f,0,7,1,19,20
120,1950,7,2,,0,0,16,f,0,7,1,19,18
121,1950,7,2,,0,0,17,f,0,7,1,19,17
122,1950,7,2,,0,0,22,f,0,7,1,19,16
123,1950,7,2,,0,0,23,f,0,7,1,19,15
124,1950,7,2,,0,0,24,f,0,7,1,19,14
125,1950,7,2,,0,0,,f,0,7,1,19,7
126,1950,7,2,,0,0,,f,0,7,1,19,13
127,1950,7,2,,0,0,,f,0,7,1,19,12
128,1950,7,2,,0,0,,f,0,7,1,19,24
129,1950,7,2,,0,0,,f,0,7,1,19,9
130,1951,1,2,,0,1,1,f,0,8,,22,1
131,1951,1,2,,0,0,2,f,0,8,,22,6
132,1951,1,2,,0,0,7,f,0,8,,22,2
133,1951,1,2,,0,0,8,f,0,8,,22,25
134,1951,1,2,,0,0,9,f,0,8,,22,5
135,1951,1,2,,0,0,,f,0,8,,22,26
136,1951,2,2,,0,1,1,f,0,9,,25,10
137,1951,2,2,,0,1,1,f,0,9,,25,1
138,1951,2,2,,0,0,2,f,0,9,,25,6
139,1951,2,2,,0,0,4,f,0,9,,25,33
140,1951,2,2,,0,0,5,f,0,9,,25,29
141,1951,2,2,,0,0,6,f,0,9,,25,23
142,1951,2,2,,0,0,7,f,0,9,,25,2
143,1951,2,2,,0,0,8,f,0,9,,25,11
144,1951,2,2,,0,0,8,f,0,9,,25,25
145,1951,2,2,,0,0,9,f,0,9,,25,5
146,1951,2,2,,0,0,,f,0,9,,25,28
147,1951,2,2,,0,0,,f,0,9,,25,30
148,1951,2,2,,0,0,,f,0,9,,25,32
149,1951,2,2,,0,0,,f,0,9,,25,21
150,1951,2,2,,0,0,,f,0,9,,25,26
151,1951,2,2,,0,0,,f,0,9,,25,31
152,1951,2,2,,0,0,,f,0,9,,25,27
153,1951,2,2,,0,0,,f,0,9,,25,19
154,1951,2,2,,0,0,,f,0,9,,25,9
155,1951,3,2,,0,2,1,f,0,10,,28,1
156,1951,3,2,,0,1,1,f,0,10,,28,10
157,1951,3,2,,0,0,2,f,0,10,,28,6
158,1951,3,2,,0,0,4,f,0,10,,28,5
159,1951,3,2,,0,0,4,f,0,10,,28,33
160,1951,3,2,,0,0,5,f,0,10,,28,29
161,1951,3,2,,0,0,6,f,0,10,,28,23
162,1951,3,2,,0,0,7,f,0,10,,28,2
163,1951,3,2,,0,0,8,f,0,10,,28,11
164,1951,3,2,,0,0,8,f,0,10,,28,25
165,1951,3,2,,0,0,,f,0,10,,28,28
166,1951,3,2,,0,0,,f,0,10,,28,30
167,1951,3,2,,0,0,,f,0,10,,28,32
168,1951,3,2,,0,0,,f,0,10,,28,21
169,1951,3,2,,0,0,,f,0,10,,28,26
170,1951,3,2,,0,0,,f,0,10,,28,31
171,1951,3,2,,0,0,,f,0,10,,28,27
172,1951,3,2,,0,0,,f,0,10,,28,19
173,1951,3,2,,0,0,,f,0,10,,28,9
174,1951,4,2,,0,4,1,f,0,11,,31,1
175,1951,4,2,,0,1,1,f,0,11,,31,10
176,1951,4,2,,0,0,2,f,0,11,,31,6
177,1951,4,2,,0,0,4,f,0,11,,31,5
178,1951,4,2,,0,0,4,f,0,11,,31,33
179,1951,4,2,,0,0,5,f,0,11,,31,29
180,1951,4,2,,0,0,6,f,0,11,,31,23
181,1951,4,2,,0,0,7,f,0,11,,31,2
182,1951,4,2,,0,0,8,f,0,11,,31,11
183,1951,4,2,,0,0,8,f,0,11,,31,25
184,1951,4,2,,0,0,,f,0,11,,31,8
185,1951,4,2,,0,0,,f,0,11,,31,28
186,1951,4,2,,0,0,,f,0,11,,31,30
187,1951,4,2,,0,0,,f,0,11,,31,32
188,1951,4,2,,0,0,,f,0,11,,31,21
189,1951,4,2,,0,0,,f,0,11,,31,26
190,1951,4,2,,0,0,,f,0,11,,31,31
191,1951,4,2,,0,0,,f,0,11,,31,27
192,1951,4,2,,0,0,,f,0,11,,31,19
193,1951,4,2,,0,0,,f,0,11,,31,9
194,1951,5,2,,0,4,1,f,0,12,,34,1
195,1951,5,2,,0,1,1,f,0,12,,34,6
196,1951,5,2,,0,1,1,f,0,12,,34,10
197,1951,5,2,,0,0,4,f,0,12,,34,5
198,1951,5,2,,0,0,4,f,0,12,,34,33
199,1951,5,2,,0,0,5,f,0,12,,34,34
200,1951,5,2,,0,0,5,f,0,12,,34,29
201,1951,5,2,,0,0,6,f,0,12,,34,23
202,1951,5,2,,0,0,7,f,0,12,,34,2
203,1951,5,2,,0,0,8,f,0,12,,34,4
204,1951,5,2,,0,0,8,f,0,12,,34,11
205,1951,5,2,,0,0,8,f,0,12,,34,25
206,1951,5,2,,0,0,,f,0,12,,34,8
207,1951,5,2,,0,0,,f,0,12,,34,28
208,1951,5,2,,0,0,,f,0,12,,34,3
209,1951,5,2,,0,0,,f,0,12,,34,30
210,1951,5,2,,0,0,,f,0,12,,34,32
211,1951,5,2,,0,0,,f,0,12,,34,21
212,1951,5,2,,0,0,,f,0,12,,34,26
213,1951,5,2,,0,0,,f,0,12,,34,31
214,1951,5,2,,0,0,,f,0,12,,34,27
215,1951,5,2,,0,0,,f,0,12,,34,19
216,1951,5,2,,0,0,,f,0,12,,34,9
217,1951,6,2,,0,4,1,f,0,13,,37,1
218,1951,6,2,,0,2,1,f,0,13,,37,6
219,1951,6,2,,0,1,1,f,0,13,,37,10
220,1951,6,2,,0,0,4,f,0,13,,37,5
221,1951,6,2,,0,0,4,f,0,13,,37,33
222,1951,6,2,,0,0,5,f,0,13,,37,34
223,1951,6,2,,0,0,5,f,0,13,,37,29
224,1951,6,2,,0,0,6,f,0,13,,37,23
225,1951,6,2,,0,0,7,f,0,13,,37,2
226,1951,6,2,,0,0,7,f,0,13,,37,8
227,1951,6,2,,0,0,8,f,0,13,,37,4
228,1951,6,2,,0,0,8,f,0,13,,37,11
229,1951,6,2,,0,0,8,f,0,13,,37,25
230,1951,6,2,,0,0,,f,0,13,,37,28
231,1951,6,2,,0,0,,f,0,13,,37,3
232,1951,6,2,,0,0,,f,0,13,,37,30
233,1951,6,2,,0,0,,f,0,13,,37,32
234,1951,6,2,,0,0,,f,0,13,,37,21
235,1951,6,2,,0,0,,f,0,13,,37,26
236,1951,6,2,,0,0,,f,0,13,,37,31
237,1951,6,2,,0,0,,f,0,13,,37,27
238,1951,6,2,,0,0,,f,0,13,,37,19
239,1951,6,2,,0,0,,f,0,13,,37,9
240,1951,7,2,,0,4,1,f,0,14,,40,1
241,1951,7,2,,0,3,1,f,0,14,,40,6
242,1951,7,2,,0,1,1,f,0,14,,40,10
243,1951,7,2,,0,0,4,f,0,14,,40,5
244,1951,7,2,,0,0,4,f,0,14,,40,33
245,1951,7,2,,0,0,5,f,0,14,,40,34
246,1951,7,2,,0,0,5,f,0,14,,40,29
247,1951,7,2,,0,0,6,f,0,14,,40,8
248,1951,7,2,,0,0,6,f,0,14,,40,23
249,1951,7,2,,0,0,7,f,0,14,,40,2
250,1951,7,2,,0,0,8,f,0,14,,40,4
251,1951,7,2,,0,0,8,f,0,14,,40,11
252,1951,7,2,,0,0,8,f,0,14,,40,25
253,1951,7,2,,0,0,9,f,0,14,,40,35
254,1951,7,2,,0,0,,f,0,14,,40,28
255,1951,7,2,,0,0,,f,0,14,,40,3
256,1951,7,2,,0,0,,f,0,14,,40,30
257,1951,7,2,,0,0,,f,0,14,,40,32
258,1951,7,2,,0,0,,f,0,14,,40,21
259,1951,7,2,,0,0,,f,0,14,,40,26
260,1951,7,2,,0,0,,f,0,14,,40,31
261,1951,7,2,,0,0,,f,0,14,,40,27
262,1951,7,2,,0,0,,f,0,14,,40,19
263,1951,7,2,,0,0,,f,0,14,,40,9
264,1951,8,2,,0,5,1,f,0,15,2,43,1
265,1951,8,2,,0,3,1,f,0,15,2,43,6
266,1951,8,2,,0,1,1,f,0,15,2,43,10
267,1951,8,2,,0,0,4,f,0,15,2,43,5
268,1951,8,2,,0,0,4,f,0,15,2,43,33
269,1951,8,2,,0,0,5,f,0,15,2,43,34
270,1951,8,2,,0,0,5,f,0,15,2,43,29
271,1951,8,2,,0,0,6,f,0,15,2,43,8
272,1951,8,2,,0,0,6,f,0,15,2,43,23
273,1951,8,2,,0,0,7,f,0,15,2,43,2
274,1951,8,2,,0,0,8,f,0,15,2,43,4
275,1951,8,2,,0,0,8,f,0,15,2,43,11
276,1951,8,2,,0,0,8,f,0,15,2,43,25
277,1951,8,2,,0,0,9,f,0,15,2,43,35
278,1951,8,2,,0,0,,f,0,15,2,43,28
279,1951,8,2,,0,0,,f,0,15,2,43,3
280,1951,8,2,,0,0,,f,0,15,2,43,30
281,1951,8,2,,0,0,,f,0,15,2,43,32
282,1951,8,2,,0,0,,f,0,15,2,43,21
283,1951,8,2,,0,0,,f,0,15,2,43,26
284,1951,8,2,,0,0,,f,0,15,2,43,31
285,1951,8,2,,0,0,,f,0,15,2,43,27
286,1951,8,2,,0,0,,f,0,15,2,43,19
287,1951,8,2,,0,0,,f,0,15,2,43,9
288,1952,1,2,,0,1,1,f,0,16,,46,6
289,1952,1,2,,0,0,3,f,0,16,,46,36
290,1952,1,2,,0,0,4,f,0,16,,46,38
291,1952,1,2,,0,0,5,f,0,16,,46,7
292,1952,1,2,,0,0,6,f,0,16,,46,2
293,1952,1,2,,0,0,,f,0,16,,46,8
294,1952,1,2,,0,0,,f,0,16,,46,25
295,1952,1,2,,0,0,,f,0,16,,46,37
296,1952,1,2,,0,0,,f,0,16,,46,26
297,1952,2,2,,0,1,1,f,0,17,,49,6
298,1952,2,2,,0,1,1,f,0,17,,49,28
299,1952,2,2,,0,0,2,f,0,17,,49,10
300,1952,2,2,,0,0,3,f,0,17,,49,36
301,1952,2,2,,0,0,4,f,0,17,,49,19
302,1952,2,2,,0,0,4,f,0,17,,49,38
303,1952,2,2,,0,0,5,f,0,17,,49,7
304,1952,2,2,,0,0,6,f,0,17,,49,2
305,1952,2,2,,0,0,12,f,0,17,,49,9
306,1952,2,2,,0,0,14,f,0,17,,49,20
307,1952,2,2,,0,0,15,f,0,17,,49,33
308,1952,2,2,,0,0,16,f,0,17,,49,27
309,1952,2,2,,0,0,,f,0,17,,49,8
310,1952,2,2,,0,0,,f,0,17,,49,25
311,1952,2,2,,0,0,,f,0,17,,49,37
312,1952,2,2,,0,0,,f,0,17,,49,26
313,1952,2,2,,0,0,,f,0,17,,49,31
314,1952,2,2,,0,0,,f,0,17,,49,11
315,1952,3,2,,0,2,1,f,0,18,,52,6
316,1952,3,2,,0,1,1,f,0,18,,52,28
317,1952,3,2,,0,0,2,f,0,18,,52,10
318,1952,3,2,,0,0,3,f,0,18,,52,36
319,1952,3,2,,0,0,4,f,0,18,,52,7
320,1952,3,2,,0,0,4,f,0,18,,52,19
321,1952,3,2,,0,0,4,f,0,18,,52,38
322,1952,3,2,,0,0,5,f,0,18,,52,25
323,1952,3,2,,0,0,6,f,0,18,,52,2
324,1952,3,2,,0,0,10,f,0,18,,52,8
325,1952,3,2,,0,0,12,f,0,18,,52,9
326,1952,3,2,,0,0,13,f,0,18,,52,26
327,1952,3,2,,0,0,14,f,0,18,,52,20
328,1952,3,2,,0,0,15,f,0,18,,52,33
329,1952,3,2,,0,0,16,f,0,18,,52,27
330,1952,3,2,,0,0,,f,0,18,,52,39
331,1952,3,2,,0,0,,f,0,18,,52,37
332,1952,3,2,,0,0,,f,0,18,,52,31
333,1952,3,2,,0,0,,f,0,18,,52,4
334,1952,3,2,,0,0,,f,0,18,,52,11
335,1952,4,2,,0,3,1,f,0,19,,55,6
336,1952,4,2,,0,1,1,f,0,19,,55,28
337,1952,4,2,,0,0,2,f,0,19,,55,10
338,1952,4,2,,0,0,3,f,0,19,,55,36
339,1952,4,2,,0,0,4,f,0,19,,55,7
340,1952,4,2,,0,0,4,f,0,19,,55,19
341,1952,4,2,,0,0,4,f,0,19,,55,38
342,1952,4,2,,0,0,5,f,0,19,,55,25
343,1952,4,2,,0,0,5,f,0,19,,55,8
344,1952,4,2,,0,0,6,f,0,19,,55,2
345,1952,4,2,,0,0,12,f,0,19,,55,9
346,1952,4,2,,0,0,13,f,0,19,,55,26
347,1952,4,2,,0,0,14,f,0,19,,55,20
348,1952,4,2,,0,0,15,f,0,19,,55,33
349,1952,4,2,,0,0,16,f,0,19,,55,27
350,1952,4,2,,0,0,,f,0,19,,55,39
351,1952,4,2,,0,0,,f,0,19,,55,3
352,1952,4,2,,0,0,,f,0,19,,55,37
353,1952,4,2,,0,0,,f,0,19,,55,31
354,1952,4,2,,0,0,,f,0,19,,55,4
355,1952,4,2,,0,0,,f,0,19,,55,11
356,1952,5,2,,0,4,1,f,0,20,,58,6
357,1952,5,2,,0,1,1,f,0,20,,58,28
358,1952,5,2,,0,0,2,f,0,20,,58,10
359,1952,5,2,,0,0,3,f,0,20,,58,36
360,1952,5,2,,0,0,3,f,0,20,,58,7
361,1952,5,2,,0,0,4,f,0,20,,58,40
362,1952,5,2,,0,0,4,f,0,20,,58,19
363,1952,5,2,,0,0,4,f,0,20,,58,38
364,1952,5,2,,0,0,5,f,0,20,,58,25
365,1952,5,2,,0,0,5,f,0,20,,58,8
366,1952,5,2,,0,0,6,f,0,20,,58,2
367,1952,5,2,,0,0,12,f,0,20,,58,3
368,1952,5,2,,0,0,12,f,0,20,,58,9
369,1952,5,2,,0,0,13,f,0,20,,58,26
370,1952,5,2,,0,0,14,f,0,20,,58,20
371,1952,5,2,,0,0,15,f,0,20,,58,33
372,1952,5,2,,0,0,16,f,0,20,,58,27
373,1952,5,2,,0,0,,f,0,20,,58,39
374,1952,5,2,,0,0,,f,0,20,,58,37
375,1952,5,2,,0,0,,f,0,20,,58,4
376,1952,5,2,,0,0,,f,0,20,,58,31
377,1952,5,2,,0,0,,f,0,20,,58,11
378,1952,6,2,,0,5,1,f,0,21,,61,6
379,1952,6,2,,0,1,1,f,0,21,,61,28
380,1952,6,2,,0,0,2,f,0,21,,61,10
381,1952,6,2,,0,0,3,f,0,21,,61,36
382,1952,6,2,,0,0,3,f,0,21,,61,7
383,1952,6,2,,0,0,4,f,0,21,,61,40
384,1952,6,2,,0,0,4,f,0,21,,61,19
385,1952,6,2,,0,0,4,f,0,21,,61,38
386,1952,6,2,,0,0,5,f,0,21,,61,25
387,1952,6,2,,0,0,5,f,0,21,,61,8
388,1952,6,2,,0,0,6,f,0,21,,61,2
389,1952,6,2,,0,0,7,f,0,21,,61,26
390,1952,6,2,,0,0,9,f,0,21,,61,37
391,1952,6,2,,0,0,12,f,0,21,,61,3
392,1952,6,2,,0,0,12,f,0,21,,61,41
393,1952,6,2,,0,0,12,f,0,21,,61,9
394,1952,6,2,,0,0,14,f,0,21,,61,20
395,1952,6,2,,0,0,15,f,0,21,,61,33
396,1952,6,2,,0,0,16,f,0,21,,61,27
397,1952,6,2,,0,0,,f,0,21,,61,39
398,1952,6,2,,0,0,,f,0,21,,61,4
399,1952,6,2,,0,0,,f,0,21,,61,31
400,1952,6,2,,0,0,,f,0,21,,61,11
401,1952,7,2,,0,6,1,f,0,22,,64,6
402,1952,7,2,,0,1,1,f,0,22,,64,28
403,1952,7,2,,0,0,2,f,0,22,,64,10
404,1952,7,2,,0,0,3,f,0,22,,64,36
405,1952,7,2,,0,0,3,f,0,22,,64,7
406,1952,7,2,,0,0,4,f,0,22,,64,40
407,1952,7,2,,0,0,4,f,0,22,,64,19
408,1952,7,2,,0,0,4,f,0,22,,64,38
409,1952,7,2,,0,0,5,f,0,22,,64,25
410,1952,7,2,,0,0,5,f,0,22,,64,8
411,1952,7,2,,0,0,6,f,0,22,,64,2
412,1952,7,2,,0,0,7,f,0,22,,64,26
413,1952,7,2,,0,0,9,f,0,22,,64,37
414,1952,7,2,,0,0,12,f,0,22,,64,3
415,1952,7,2,,0,0,12,f,0,22,,64,41
416,1952,7,2,,0,0,12,f,0,22,,64,9
417,1952,7,2,,0,0,14,f,0,22,,64,20
418,1952,7,2,,0,0,15,f,0,22,,64,33
419,1952,7,2,,0,0,16,f,0,22,,64,27
420,1952,7,2,,0,0,,f,0,22,,64,4
421,1952,7,2,,0,0,,f,0,22,,64,39
422,1952,7,2,,0,0,,f,0,22,,64,31
423,1952,7,2,,0,0,,f,0,22,,64,11
424,1952,8,2,,0,7,1,f,0,23,3,67,6
425,1952,8,2,,0,1,1,f,0,23,3,67,28
426,1952,8,2,,0,0,2,f,0,23,3,67,10
427,1952,8,2,,0,0,2,f,0,23,3,67,2
428,1952,8,2,,0,0,3,f,0,23,3,67,36
429,1952,8,2,,0,0,3,f,0,23,3,67,7
430,1952,8,2,,0,0,4,f,0,23,3,67,40
431,1952,8,2,,0,0,4,f,0,23,3,67,19
432,1952,8,2,,0,0,4,f,0,23,3,67,38
433,1952,8,2,,0,0,5,f,0,23,3,67,25
434,1952,8,2,,0,0,5,f,0,23,3,67,8
435,1952,8,2,,0,0,7,f,0,23,3,67,26
436,1952,8,2,,0,0,9,f,0,23,3,67,37
437,1952,8,2,,0,0,12,f,0,23,3,67,3
438,1952,8,2,,0,0,12,f,0,23,3,67,41
439,1952,8,2,,0,0,12,f,0,23,3,67,9
440,1952,8,2,,0,0,14,f,0,23,3,67,20
441,1952,8,2,,0,0,15,f,0,23,3,67,33
442,1952,8,2,,0,0,16,f,0,23,3,67,27
443,1952,8,2,,0,0,,f,0,23,3,67,4
444,1952,8,2,,0,0,,f,0,23,3,67,39
445,1952,8,2,,0,0,,f,0,23,3,67,31
446,1952,8,2,,0,0,,f,0,23,3,67,11
447,1952,8,2,,0,0,,f,0,23,3,67,35
448,1952,8,2,,0,0,,f,0,23,3,67,42
449,1953,1,2,,0,1,1,f,0,24,,70,6
450,1953,1,2,,0,0,3,f,0,24,,70,2
451,1953,1,2,,0,0,6,f,0,24,,70,36
452,1953,1,2,,0,0,8,f,0,24,,70,7
453,1953,1,2,,0,0,,f,0,24,,70,8
454,1953,2,2,,0,1,1,f,0,25,,73,10
455,1953,2,2,,0,1,1,f,0,25,,73,6
456,1953,2,2,,0,0,3,f,0,25,,73,2
457,1953,2,2,,0,0,6,f,0,25,,73,36
458,1953,2,2,,0,0,8,f,0,25,,73,7
459,1953,2,2,,0,0,8,f,0,25,,73,20
460,1953,2,2,,0,0,9,f,0,25,,73,28
461,1953,2,2,,0,0,14,f,0,25,,73,29
462,1953,2,2,,0,0,,f,0,25,,73,8
463,1953,2,2,,0,0,,f,0,25,,73,43
464,1953,2,2,,0,0,,f,0,25,,73,19
465,1953,2,2,,0,0,,f,0,25,,73,9
466,1953,2,2,,0,0,,f,0,25,,73,31
467,1953,2,2,,0,0,,f,0,25,,73,44
468,1953,3,2,,0,2,1,f,0,26,,76,6
469,1953,3,2,,0,1,1,f,0,26,,76,10
470,1953,3,2,,0,0,3,f,0,26,,76,2
471,1953,3,2,,0,0,6,f,0,26,,76,36
472,1953,3,2,,0,0,8,f,0,26,,76,7
473,1953,3,2,,0,0,8,f,0,26,,76,25
474,1953,3,2,,0,0,8,f,0,26,,76,20
475,1953,3,2,,0,0,9,f,0,26,,76,28
476,1953,3,2,,0,0,9,f,0,26,,76,40
477,1953,3,2,,0,0,14,f,0,26,,76,29
478,1953,3,2,,0,0,,f,0,26,,76,8
479,1953,3,2,,0,0,,f,0,26,,76,43
480,1953,3,2,,0,0,,f,0,26,,76,19
481,1953,3,2,,0,0,,f,0,26,,76,9
482,1953,3,2,,0,0,,f,0,26,,76,31
483,1953,3,2,,0,0,,f,0,26,,76,44
484,1953,4,2,,0,3,1,f,0,27,,79,6
485,1953,4,2,,0,1,1,f,0,27,,79,10
486,1953,4,2,,0,0,3,f,0,27,,79,2
487,1953,4,2,,0,0,5,f,0,27,,79,36
488,1953,4,2,,0,0,8,f,0,27,,79,7
489,1953,4,2,,0,0,8,f,0,27,,79,25
490,1953,4,2,,0,0,8,f,0,27,,79,20
491,1953,4,2,,0,0,9,f,0,27,,79,28
492,1953,4,2,,0,0,9,f,0,27,,79,40
493,1953,4,2,,0,0,14,f,0,27,,79,29
494,1953,4,2,,0,0,,f,0,27,,79,8
495,1953,4,2,,0,0,,f,0,27,,79,26
496,1953,4,2,,0,0,,f,0,27,,79,43
497,1953,4,2,,0,0,,f,0,27,,79,19
498,1953,4,2,,0,0,,f,0,27,,79,9
499,1953,4,2,,0,0,,f,0,27,,79,31
500,1953,4,2,,0,0,,f,0,27,,79,44
501,1953,5,2,,0,4,1,f,0,28,,82,6
502,1953,5,2,,0,1,1,f,0,28,,82,10
503,1953,5,2,,0,0,2,f,0,28,,82,2
504,1953,5,2,,0,0,5,f,0,28,,82,36
505,1953,5,2,,0,0,8,f,0,28,,82,7
506,1953,5,2,,0,0,8,f,0,28,,82,25
507,1953,5,2,,0,0,8,f,0,28,,82,20
508,1953,5,2,,0,0,9,f,0,28,,82,28
509,1953,5,2,,0,0,9,f,0,28,,82,40
510,1953,5,2,,0,0,14,f,0,28,,82,29
511,1953,5,2,,0,0,15,f,0,28,,82,35
512,1953,5,2,,0,0,,f,0,28,,82,8
513,1953,5,2,,0,0,,f,0,28,,82,26
514,1953,5,2,,0,0,,f,0,28,,82,43
515,1953,5,2,,0,0,,f,0,28,,82,19
516,1953,5,2,,0,0,,f,0,28,,82,9
517,1953,5,2,,0,0,,f,0,28,,82,31
