race_id,driver_id,constructor_id,number,qualifying_position,q1,q2,q3
264,110,15,29,18,1:28.212,\N,\N
264,70,32,11,19,1:28.225,\N,\N
264,104,29,9,20,1:28.231,\N,\N
264,65,32,12,21,1:28.340,\N,\N
264,100,33,20,22,1:28.519,\N,\N
264,103,27,25,23,1:28.955,\N,\N
264,106,33,19,24,1:29.299,\N,\N
264,101,31,31,25,1:30.690,\N,\N
264,111,31,32,26,1:30.722,\N,\N
265,77,6,28,1,1:43.582,\N,\N
265,55,6,27,2,1:44.012,\N,\N
265,71,3,0,3,1:44.026,\N,\N
265,30,22,5,4,1:44.268,\N,\N
265,79,25,3,5,1:44.718,\N,\N
265,14,3,2,6,1:45.146,\N,\N
265,87,25,4,7,1:45.474,\N,\N
265,57,1,7,8,1:45.487,\N,\N
265,49,15,30,9,1:45.893,\N,\N
265,56,17,15,10,1:45.911,\N,\N
265,22,17,14,11,1:45.939,\N,\N
265,44,27,26,12,1:46.185,\N,\N
265,84,1,8,13,1:46.218,\N,\N
265,103,27,25,14,1:46.290,\N,\N
265,65,32,12,15,1:46.630,\N,\N
265,81,29,10,16,1:46.817,\N,\N
265,104,29,9,17,1:47.102,\N,\N
265,110,15,29,18,1:47.235,\N,\N
265,50,22,6,19,1:47.316,\N,\N
265,94,18,23,20,1:47.402,\N,\N
265,70,32,11,21,1:47.425,\N,\N
265,100,33,20,22,1:48.229,\N,\N
265,105,18,24,23,1:48.295,\N,\N
265,106,33,19,24,1:48.681,\N,\N
265,101,31,31,25,1:48.870,\N,\N
265,111,31,32,26,1:49.204,\N,\N
266,30,22,5,1,1:18.258,\N,\N
266,71,3,0,2,1:18.824,\N,\N
266,14,3,2,3,1:20.205,\N,\N
266,77,6,28,4,1:20.219,\N,\N
266,79,25,3,5,1:20.232,\N,\N
266,84,1,8,6,1:20.629,\N,\N
266,56,17,15,7,1:20.698,\N,\N
266,49,15,30,8,1:20.858,\N,\N
266,44,27,26,9,1:20.929,\N,\N
266,22,17,14,10,1:20.952,\N,\N
266,87,25,4,11,1:20.984,\N,\N
266,50,22,6,12,1:21.141,\N,\N
266,55,6,27,13,1:21.206,\N,\N
266,112,1,7,14,1:21.498,\N,\N
266,94,18,23,15,1:21.837,\N,\N
266,104,29,9,16,1:21.873,\N,\N
266,110,15,29,17,1:21.946,\N,\N
266,103,27,25,18,1:22.038,\N,\N
266,81,29,10,19,1:22.311,\N,\N
266,105,18,24,20,1:22.379,\N,\N
266,100,33,20,21,1:22.487,\N,\N
266,70,32,11,22,1:22.513,\N,\N
266,101,31,31,23,1:22.614,\N,\N
266,65,32,12,24,1:22.705,\N,\N
266,106,33,19,25,1:22.899,\N,\N
266,111,31,32,26,1:24.191,\N,\N
267,22,17,14,1,2:21.163,\N,\N
267,30,22,5,2,2:21.494,\N,\N
267,71,3,0,3,2:21.681,\N,\N
267,56,17,15,4,2:22.074,\N,\N
267,55,6,27,5,2:22.202,\N,\N
267,50,22,6,6,2:22.218,\N,\N
267,14,3,2,7,2:22.359,\N,\N
267,57,1,7,8,2:22.441,\N,\N
267,49,15,30,9,2:22.634,\N,\N
267,94,18,23,10,2:23.326,\N,\N
267,77,6,28,11,2:23.895,\N,\N
267,87,25,4,12,2:24.048,\N,\N
267,84,1,8,13,2:24.117,\N,\N
267,81,29,10,14,2:25.114,\N,\N
267,110,15,29,15,2:25.695,\N,\N
267,103,27,25,16,2:26.044,\N,\N
267,44,27,26,17,2:26.079,\N,\N
267,105,18,24,18,2:26.738,\N,\N
267,112,33,19,19,2:26.901,\N,\N
267,65,32,12,20,2:27.155,\N,\N
267,101,31,31,21,2:27.212,\N,\N
267,100,33,20,22,2:28.156,\N,\N
267,79,25,3,23,2:28.979,\N,\N
267,104,29,9,24,2:30.931,\N,\N
267,111,31,32,25,2:31.755,\N,\N
267,113,32,11,26,2:33.885,\N,\N
268,55,6,27,1,1:23.844,\N,\N
268,77,6,28,2,1:23.978,\N,\N
268,71,3,0,3,1:24.158,\N,\N
268,65,32,12,4,1:24.374,\N,\N
268,14,3,2,5,1:24.502,\N,\N
268,44,27,26,6,1:25.455,\N,\N
268,57,1,7,7,1:25.528,\N,\N
268,110,15,29,8,1:25.540,\N,\N
268,56,17,15,9,1:25.568,\N,\N
268,50,22,6,10,1:25.618,\N,\N
268,49,15,30,11,1:25.628,\N,\N
268,103,27,25,12,1:25.718,\N,\N
268,70,32,11,13,1:25.733,\N,\N
268,79,25,3,14,1:25.889,\N,\N
268,84,1,8,15,1:25.933,\N,\N
268,22,17,14,16,1:25.946,\N,\N
268,81,29,10,17,1:26.002,\N,\N
268,94,18,23,18,1:26.056,\N,\N
268,104,29,9,19,1:26.337,\N,\N
268,109,22,5,20,1:26.384,\N,\N
268,87,25,4,21,1:26.574,\N,\N
268,105,18,24,22,1:26.832,\N,\N
268,114,33,19,23,1:27.846,\N,\N
268,100,33,20,24,1:27.894,\N,\N
268,111,31,32,25,1:28.353,\N,\N
268,101,31,31,26,1:28.619,\N,\N
269,77,6,28,1,1:20.608,\N,\N
269,71,3,0,2,1:20.766,\N,\N
269,14,3,2,3,1:21.033,\N,\N
269,57,1,7,4,1:21.251,\N,\N
269,55,6,27,5,1:21.517,\N,\N
269,79,25,3,6,1:21.590,\N,\N
269,84,1,8,7,1:21.656,\N,\N
269,22,17,14,8,1:21.796,\N,\N
269,49,15,30,9,1:21.921,\N,\N
269,50,22,6,10,1:22.000,\N,\N
269,104,29,9,11,1:22.132,\N,\N
269,87,25,4,12,1:22.288,\N,\N
269,56,17,15,13,1:22.294,\N,\N
269,109,22,5,14,1:22.369,\N,\N
269,44,27,26,15,1:22.672,\N,\N
269,81,29,10,16,1:22.756,\N,\N
269,110,15,29,17,1:22.885,\N,\N
269,94,18,23,18,1:23.243,\N,\N
269,105,18,24,19,1:23.364,\N,\N
269,65,32,12,20,1:23.408,\N,\N
269,103,27,25,21,1:23.699,\N,\N
269,100,33,20,22,1:24.192,\N,\N
269,114,33,19,23,1:24.438,\N,\N
269,101,31,31,24,1:24.514,\N,\N
269,113,32,11,25,1:25.313,\N,\N
269,111,31,32,26,1:25.649,\N,\N
270,30,22,5,1,1:22.762,\N,\N
270,71,3,0,2,1:22.892,\N,\N
270,95,3,2,3,1:23.392,\N,\N
270,49,15,30,4,1:23.431,\N,\N
270,22,17,14,5,1:23.455,\N,\N
270,77,6,28,6,1:23.677,\N,\N
270,65,27,25,7,1:24.040,\N,\N
270,81,29,10,8,1:24.079,\N,\N
270,57,1,7,9,1:24.122,\N,\N
270,56,17,15,10,1:24.157,\N,\N
270,44,27,26,11,1:24.432,\N,\N
270,50,22,6,12,1:24.643,\N,\N
270,79,25,3,13,1:24.738,\N,\N
270,87,25,4,14,1:24.770,\N,\N
270,84,1,8,15,1:25.110,\N,\N
270,55,6,27,16,1:25.182,\N,\N
270,94,18,23,17,1:25.294,\N,\N
270,110,15,29,18,1:25.407,\N,\N
270,104,29,9,19,1:25.427,\N,\N
270,105,18,24,20,1:25.511,\N,\N
270,70,32,12,21,1:25.557,\N,\N
270,103,32,11,22,1:25.595,\N,\N
270,100,33,20,23,1:26.272,\N,\N
270,115,33,19,24,1:27.168,\N,\N
270,101,31,31,25,1:27.201,\N,\N
270,93,31,32,26,1:27.976,\N,\N
271,30,22,5,1,1:37.209,\N,\N
271,71,3,0,2,1:37.696,\N,\N
271,49,15,30,3,1:37.742,\N,\N
271,95,3,2,4,1:37.768,\N,\N
271,65,22,6,5,1:37.828,\N,\N
271,56,17,15,6,1:37.880,\N,\N
271,55,6,27,7,1:37.907,\N,\N
271,57,1,7,8,1:37.998,\N,\N
271,84,1,8,9,1:38.076,\N,\N
271,22,17,14,10,1:38.533,\N,\N
271,77,6,28,11,1:38.570,\N,\N
271,81,29,10,12,1:39.030,\N,\N
271,87,25,4,13,1:39.266,\N,\N
271,79,25,3,14,1:39.462,\N,\N
271,109,15,29,15,1:39.483,\N,\N
271,94,18,23,16,1:39.548,\N,\N
271,70,32,12,17,1:39.721,\N,\N
271,104,29,9,18,1:39.868,\N,\N
271,44,27,26,19,1:40.042,\N,\N
271,116,27,25,20,1:40.577,\N,\N
271,105,18,24,21,1:40.652,\N,\N
271,100,33,20,22,1:40.978,\N,\N
271,115,33,19,23,1:40.990,\N,\N
271,101,31,31,24,1:41.659,\N,\N
271,63,32,11,25,1:41.805,\N,\N
271,89,31,32,26,1:45.004,\N,\N
272,95,3,2,1,1:16.179,\N,\N
272,30,22,5,2,1:16.197,\N,\N
272,71,3,0,3,1:16.830,\N,\N
272,57,1,7,4,1:16.992,\N,\N
272,22,17,14,5,1:17.537,\N,\N
272,56,17,15,6,1:17.667,\N,\N
272,65,22,6,7,1:17.727,\N,\N
272,55,6,27,8,1:17.801,\N,\N
272,84,1,8,9,1:17.950,\N,\N
272,49,15,30,10,1:17.962,\N,\N
272,77,6,28,11,1:18.070,\N,\N
272,44,27,26,12,1:18.072,\N,\N
272,87,25,4,13,1:18.237,\N,\N
272,70,32,12,14,1:18.331,\N,\N
272,79,25,3,15,1:18.411,\N,\N
272,105,18,24,16,1:18.755,\N,\N
272,109,15,29,17,1:18.806,\N,\N
272,94,18,23,18,1:18.957,\N,\N
272,104,29,9,19,1:19.061,\N,\N
272,116,27,25,20,1:19.153,\N,\N
272,81,29,10,21,1:19.610,\N,\N
272,63,32,11,22,1:19.844,\N,\N
272,115,33,19,23,1:20.145,\N,\N
272,101,31,31,24,1:20.442,\N,\N
272,98,33,20,25,1:22.422,\N,\N
272,93,31,32,26,1:22.529,\N,\N
1,18,23,22,1,1:25.211,1:24.855,1:26.202
1,22,23,23,2,1:25.006,1:24.783,1:26.505
1,20,9,15,3,1:25.938,1:25.121,1:26.830
1,9,2,5,4,1:25.922,1:25.152,1:26.914
1,3,3,16,5,1:25.846,1:25.123,1:26.973
1,10,7,10,6,1:25.499,1:25.281,1:26.975
1,13,6,3,7,1:25.844,1:25.319,1:27.033
1,15,7,9,8,1:26.194,1:25.265,1:27.127
1,8,6,4,9,1:25.899,1:25.380,1:27.163
1,17,9,14,10,1:25.427,1:25.241,1:27.246
1,2,2,6,11,1:25.827,1:25.504,\N
1,4,4,7,12,1:26.026,1:25.605,\N
1,6,3,17,13,1:26.074,1:25.607,\N
1,5,1,2,14,1:26.184,1:25.726,\N
1,1,1,1,15,1:26.454,\N,\N
1,67,5,12,16,1:26.503,\N,\N
1,12,4,8,17,1:26.598,\N,\N
1,21,10,21,18,1:26.677,\N,\N
1,16,10,20,19,1:26.742,\N,\N
1,7,5,11,20,1:26.964,\N,\N
2,18,23,22,1,1:35.058,1:33.784,1:35.181
2,15,7,9,2,1:34.745,1:33.990,1:35.273
2,20,9,15,3,1:34.935,1:34.276,1:35.518
2,22,23,23,4,1:34.681,1:34.387,1:35.651
2,10,7,10,5,1:34.907,1:34.258,1:35.690
2,3,3,16,6,1:35.083,1:34.547,1:35.750
2,17,9,14,7,1:35.027,1:34.222,1:35.797
2,9,2,5,8,1:35.166,1:34.562,1:36.106
2,8,6,4,9,1:35.476,1:34.456,1:36.170
2,4,4,7,10,1:35.260,1:34.706,1:37.659
2,2,2,5,11,1:35.110,1:34.769,\N
2,6,3,17,12,1:35.341,1:34.788,\N
2,1,1,1,13,1:35.280,1:34.905,\N
2,5,1,2,14,1:35.023,1:34.924,\N
2,7,5,11,15,1:35.507,1:35.431,\N
2,13,6,3,16,1:35.642,\N,\N
2,12,4,8,17,1:35.708,\N,\N
2,21,10,21,18,1:35.908,\N,\N
2,16,10,20,19,1:35.951,\N,\N
2,67,5,12,20,1:36.107,\N,\N
3,20,9,15,1,1:36.565,1:35.130,1:36.184
3,4,4,7,2,1:36.443,1:35.803,1:36.381
3,17,9,14,3,1:35.751,1:35.173,1:36.466
3,22,23,23,4,1:35.701,1:35.503,1:36.493
3,18,23,22,5,1:35.533,1:35.556,1:36.532
3,15,7,9,6,1:36.308,1:35.645,1:36.835
3,3,3,16,7,1:35.941,1:35.809,1:37.397
3,8,6,4,8,1:36.137,1:35.856,1:38.089
3,1,1,1,9,1:35.776,1:35.740,1:38.595
3,67,5,12,10,1:36.284,1:35.965,1:39.321
3,2,2,6,11,1:36.525,1:35.975,\N
3,5,1,2,12,1:36.646,1:36.032,\N
3,13,6,3,13,1:36.178,1:36.033,\N
3,10,7,10,14,1:36.364,1:36.066,\N
3,6,3,17,15,1:36.673,1:36.193,\N
3,7,5,11,16,1:36.906,\N,\N
3,12,4,8,17,1:36.908,\N,\N
3,9,2,5,18,1:36.966,\N,\N
3,16,10,20,19,1:37.669,\N,\N
3,21,10,11,20,1:37.672,\N,\N
4,15,7,9,1,1:32.799,1:32.671,1:33.431
4,10,7,10,2,1:33.165,1:32.613,1:33.712
4,20,9,15,3,1:32.680,1:32.474,1:34.015
4,18,23,22,4,1:32.978,1:32.842,1:34.044
4,1,1,1,5,1:32.851,1:32.877,1:34.196
4,22,23,23,6,1:33.116,1:32.842,1:34.239
4,4,4,7,7,1:33.627,1:32.860,1:34.578
4,13,6,3,8,1:33.297,1:33.014,1:34.818
4,3,3,16,9,1:33.672,1:33.166,1:35.134
4,8,6,4,10,1:33.117,1:32.827,1:35.380
4,5,1,2,11,1:33.479,1:33.242,\N
4,6,3,17,12,1:33.221,1:33.348,\N
4,9,2,5,13,1:33.495,1:33.487,\N
4,2,2,6,14,1:33.377,1:33.562,\N
4,12,4,8,15,1:33.608,1:33.941,\N
4,16,10,20,16,1:33.722,\N,\N
4,67,5,12,17,1:33.753,\N,\N
4,21,10,21,18,1:33.910,\N,\N
4,17,9,14,19,1:34.038,\N,\N
4,7,5,11,20,1:34.159,\N,\N
5,18,23,22,1,1:20.707,1:20.192,1:20.527
5,20,9,15,2,1:20.715,1:20.220,1:20.660
5,22,23,23,3,1:20.808,1:19.954,1:20.762
5,13,6,3,4,1:20.484,1:20.149,1:20.934
5,17,9,14,5,1:20.689,1:20.007,1:21.049
5,10,7,10,6,1:20.877,1:20.107,1:21.247
5,15,7,9,7,1:21.189,1:20.420,1:21.254
5,4,4,7,8,1:21.186,1:20.509,1:21.392
5,3,3,16,9,1:20.745,1:20.256,1:22.558
5,9,2,5,10,1:20.931,1:20.408,1:22.685
5,6,3,17,11,1:20.818,1:20.531,\N
5,12,4,8,12,1:21.128,1:20.604,\N
5,2,2,6,13,1:21.095,1:20.676,\N
5,1,1,1,14,1:20.991,1:20.805,\N
5,67,5,12,15,1:21.033,1:21.067,\N
5,8,6,4,16,1:21.291,\N,\N
5,7,5,11,17,1:21.300,\N,\N
5,5,1,2,18,1:21.675,\N,\N
5,16,10,20,19,1:21.742,\N,\N
5,21,10,21,20,1:22.204,\N,\N
6,18,23,22,1,1:15.210,1:15.016,1:14.902
6,8,6,4,2,1:15.746,1:14.514,1:14.927
6,22,23,23,3,1:15.425,1:14.829,1:15.077
6,20,9,15,4,1:15.915,1:14.879,1:15.271
6,13,6,3,5,1:15.340,1:15.001,1:15.437
6,3,3,16,6,1:15.094,1:14.846,1:15.455
6,5,1,2,7,1:15.495,1:14.809,1:15.516
6,17,9,14,8,1:15.260,1:14.825,1:15.653
6,4,4,7,9,1:15.898,1:15.200,1:16.009
6,6,3,17,10,1:15.930,1:15.579,1:17.344
6,67,5,12,11,1:15.834,1:15.833,\N
6,12,4,8,12,1:16.013,1:15.837,\N
6,21,10,21,13,1:16.063,1:16.146,\N
6,7,5,11,14,1:16.120,1:16.281,\N
6,16,10,20,15,1:16.248,1:16.545,\N
6,1,1,1,16,1:16.264,\N,\N
6,2,2,6,17,1:16.264,\N,\N
6,9,2,5,18,1:16.405,\N,\N
6,15,7,9,19,1:16.548,\N,\N
6,10,7,10,20,1:16.788,\N,\N
7,20,9,15,1,1:27.330,1:27.016,1:28.316
7,18,23,22,2,1:27.355,1:27.230,1:28.421
7,22,23,23,3,1:27.371,1:27.418,1:28.579
7,17,9,14,4,1:27.466,1:27.416,1:28.613
7,15,7,9,5,1:27.529,1:27.195,1:28.666
7,8,6,4,6,1:27.556,1:27.387,1:28.815
7,13,6,3,7,1:27.508,1:27.349,1:28.858
7,4,4,7,8,1:27.988,1:27.473,1:29.075
7,3,3,16,9,1:27.517,1:27.418,1:29.191
7,9,2,5,10,1:27.788,1:27.455,1:29.357
7,2,2,6,11,1:27.795,1:27.521,\N
7,6,3,17,12,1:27.691,1:27.629,\N
7,10,7,10,13,1:28.160,1:27.795,\N
7,5,1,2,14,1:28.199,1:28.207,\N
7,16,10,20,15,1:28.278,1:28.391,\N
7,1,1,1,16,1:28.318,\N,\N
7,12,4,8,17,1:28.582,\N,\N
7,67,5,12,18,1:28.708,\N,\N
7,21,10,21,19,1:28.717,\N,\N
7,7,5,11,20,1:28.918,\N,\N
8,20,9,15,1,1:18.685,1:18.119,1:19.509
8,22,23,23,2,1:19.325,1:18.335,1:19.856
8,17,9,14,3,1:18.674,1:18.209,1:19.868
8,15,7,9,4,1:18.886,1:18.240,1:20.091
8,6,3,17,5,1:18.530,1:18.575,1:20.216
8,18,23,22,6,1:18.957,1:18.663,1:20.289
8,3,3,16,7,1:19.228,1:18.591,1:20.361
8,10,7,10,8,1:19.198,1:18.791,1:20.490
8,8,6,4,9,1:19.010,1:18.566,1:20.715
8,4,4,7,10,1:19.167,1:18.761,1:20.741
8,13,6,3,11,1:19.148,1:18.927,\N
8,9,2,5,12,1:19.730,1:19.308,\N
8,5,1,2,13,1:19.732,1:19.353,\N
8,12,4,8,14,1:19.555,1:19.392,\N
8,2,2,6,15,1:19.559,1:19.448,\N
8,21,10,21,16,1:19.802,\N,\N
8,7,5,11,17,1:19.898,\N,\N
8,16,10,20,18,1:19.909,\N,\N
8,1,1,1,19,1:19.917,\N,\N
8,67,5,12,20,1:20.236,\N,\N
9,17,9,14,1,1:31.257,1:38.038,1:32.230
9,22,23,23,2,1:31.482,1:34.455,1:32.357
9,18,23,22,3,1:31.568,1:39.032,1:32.473
9,20,9,15,4,1:31.430,1:39.504,1:32.480
9,1,1,1,5,1:31.473,1:39.149,1:32.616
9,5,1,2,6,1:31.881,1:40.826,1:33.859
9,16,10,20,7,1:32.015,1:36.740,1:34.316
9,13,6,3,8,1:31.600,1:41.708,1:34.574
9,8,6,4,9,1:31.869,1:41.730,1:34.710
9,12,4,8,10,1:32.128,1:35.737,1:34.803
9,2,2,6,11,1:31.771,1:42.310,\N
9,4,4,7,12,1:31.302,1:42.318,\N
9,6,3,17,13,1:31.884,1:42.500,\N
9,15,7,9,14,1:31.760,1:42.771,\N
9,3,3,16,15,1:31.598,1:42.859,\N
9,9,2,5,16,1:32.190,\N,\N
9,67,5,12,17,1:32.251,\N,\N
9,21,10,21,18,1:32.402,\N,\N
9,10,7,10,19,1:32.423,\N,\N
9,7,5,11,20,1:33.559,\N,\N
10,4,4,7,1,1:21.313,1:20.826,1:21.569
10,20,9,15,2,1:21.178,1:20.604,1:21.607
10,17,9,14,3,1:20.964,1:20.358,1:21.741
10,1,1,1,4,1:20.842,1:20.465,1:21.839
10,3,3,16,5,1:20.793,1:20.862,1:21.890
10,5,1,2,6,1:21.659,1:20.807,1:22.095
10,8,6,4,7,1:21.500,1:20.647,1:22.468
10,18,23,22,8,1:21.471,1:20.707,1:22.511
10,6,3,17,9,1:21.407,1:20.570,1:22.835
10,13,6,3,10,1:21.420,1:20.823,\N
10,67,5,12,11,1:21.571,1:21.002,\N
10,15,7,9,12,1:21.416,1:21.082,\N
10,22,23,23,13,1:21.558,1:21.222,\N
10,10,7,10,14,1:21.584,1:21.242,\N
10,12,4,8,15,1:21.278,1:21.389,\N
10,2,2,6,16,1:21.738,\N,\N
10,21,10,21,17,1:21.807,\N,\N
10,16,10,20,18,1:21.868,\N,\N
10,9,2,5,19,1:21.901,\N,\N
10,153,5,11,20,1:22.359,\N,\N
11,1,1,1,1,1:38.649,1:38.182,1:39.489
11,5,1,2,2,1:38.816,1:38.230,1:39.532
11,22,23,23,3,1:39.019,1:38.076,1:39.563
11,20,9,15,4,1:39.295,1:38.273,1:39.789
11,18,23,22,5,1:38.531,1:38.601,1:39.821
11,8,6,4,6,1:38.843,1:38.782,1:40.144
11,3,3,16,7,1:39.039,1:38.346,1:40.185
11,4,4,7,8,1:39.155,1:38.717,1:40.236
11,17,9,14,9,1:38.983,1:38.625,1:40.239
11,9,2,5,10,1:38.806,1:38.747,1:40.512
11,2,2,6,11,1:39.032,1:38.826,\N
11,16,10,20,12,1:39.145,1:38.846,\N
11,10,7,10,13,1:39.459,1:38.991,\N
11,154,4,8,14,1:39.322,1:39.040,\N
11,67,5,12,15,1:38.912,1:39.514,\N
11,21,10,21,16,1:39.531,\N,\N
11,6,3,17,17,1:39.795,\N,\N
11,15,7,9,18,1:39.807,\N,\N
11,153,5,11,19,1:39.925,\N,\N
11,69,6,3,20,1:41.413,\N,\N
12,21,10,21,1,1:45.102,1:44.667,1:46.308
12,15,7,9,2,1:45.140,1:44.503,1:46.395
12,2,2,6,3,1:45.566,1:44.709,1:46.500
12,22,23,23,4,1:45.237,1:44.834,1:46.513
12,9,2,5,5,1:45.655,1:44.557,1:46.586
12,8,6,4,6,1:45.579,1:44.953,1:46.633
12,10,7,10,7,1:45.450,1:44.877,1:46.677
12,20,9,15,8,1:45.372,1:44.592,1:46.761
12,17,9,14,9,1:45.350,1:44.924,1:46.788
12,3,3,16,10,1:45.486,1:45.047,1:47.362
12,16,10,20,11,1:45.239,1:45.119,\N
12,1,1,1,12,1:45.767,1:45.122,\N
12,4,4,7,13,1:45.707,1:45.136,\N
12,18,23,22,14,1:45.761,1:45.251,\N
12,5,1,2,15,1:45.705,1:45.259,\N
12,67,5,12,16,1:45.951,\N,\N
12,153,5,11,17,1:46.302,\N,\N
12,6,3,17,18,1:46.307,\N,\N
12,154,4,8,19,1:46.359,\N,\N
12,69,6,3,20,1:46.957,\N,\N
13,1,1,1,1,1:23.375,1:22.973,1:24.066
13,16,10,20,2,1:23.576,1:23.070,1:24.261
13,8,6,4,3,1:23.349,1:23.426,1:24.523
13,5,1,2,4,1:23.515,1:23.528,1:24.845
13,22,23,23,5,1:23.483,1:22.976,1:25.015
13,18,23,22,6,1:23.403,1:22.955,1:25.030
13,24,10,21,7,1:23.578,1:23.207,1:25.043
13,4,4,7,8,1:23.708,1:23.497,1:25.072
13,20,9,15,9,1:23.558,1:23.545,1:25.180
13,17,9,14,10,1:23.755,1:23.273,1:25.314
13,15,7,9,11,1:24.014,1:23.611,\N
13,154,4,8,12,1:23.975,1:23.728,\N
13,9,2,5,13,1:24.001,1:23.866,\N
13,21,6,3,14,1:23.828,1:23.901,\N
13,2,2,6,15,1:23.584,1:24.275,\N
13,10,7,10,16,1:24.036,\N,\N
13,6,3,17,17,1:24.074,\N,\N
13,3,3,16,18,1:24.121,\N,\N
13,67,5,12,19,1:24.220,\N,\N
13,153,5,11,20,1:24.951,\N,\N
14,1,1,1,1,1:46.977,1:46.657,1:47.891
14,20,9,15,2,1:47.541,1:46.362,1:48.204
14,3,3,16,3,1:47.390,1:46.197,1:48.348
14,17,9,14,4,1:47.646,1:46.328,1:48.722
14,22,23,23,5,1:47.397,1:46.787,1:48.828
14,4,4,7,6,1:47.757,1:46.767,1:49.054
14,10,7,10,7,1:47.770,1:46.707,1:49.180
14,2,2,6,8,1:47.347,1:46.832,1:49.307
14,9,2,5,9,1:47.615,1:46.813,1:49.514
14,5,1,2,10,1:47.542,1:46.842,1:49.778
14,6,3,17,11,1:47.637,1:47.013,\N
14,18,23,22,12,1:47.180,1:47.141,\N
14,8,6,4,13,1:47.293,1:47.177,\N
14,67,5,12,14,1:47.677,1:47.369,\N
14,15,7,9,15,1:47.690,1:47.413,\N
14,16,10,20,16,1:48.231,\N,\N
14,153,5,11,17,1:48.340,\N,\N
14,21,6,3,18,1:48.350,\N,\N
14,154,4,8,19,1:48.544,\N,\N
14,24,10,21,20,1:48.792,\N,\N
15,20,9,15,1,1:30.883,1:30.341,1:32.160
15,15,7,9,2,1:31.063,1:30.737,1:32.220
15,1,1,1,3,1:30.917,1:30.627,1:32.395
15,16,10,20,4,1:31.386,1:31.222,1:32.466
15,22,23,23,5,1:31.272,1:31.055,1:32.660
15,2,2,6,6,1:31.501,1:31.260,1:32.945
15,18,23,22,7,1:31.041,1:30.880,1:32.962
15,8,6,4,8,1:31.288,1:31.052,1:32.980
15,5,1,2,9,1:31.499,1:31.223,\N
15,67,5,12,10,1:31.196,1:31.103,\N
15,3,3,16,11,1:31.286,1:31.482,\N
15,4,4,7,12,1:31.401,1:31.638,\N
15,9,2,5,13,1:31.417,1:32.341,\N
15,10,7,10,14,1:31.550,\N,\N
15,153,5,11,15,1:31.571,\N,\N
15,21,6,3,16,1:31.704,\N,\N
15,6,3,17,17,1:31.718,\N,\N
15,154,4,8,18,1:32.073,\N,\N
15,24,10,21,19,1:32.087,\N,\N
15,17,9,14,20,\N,\N,\N
16,22,23,23,1,1:24.100,1:21.659,1:19.576
16,17,9,14,2,1:24.722,1:20.803,1:19.668
16,16,10,20,3,1:24.447,1:20.753,1:19.912
16,15,7,9,4,1:24.621,1:20.635,1:20.097
16,8,6,4,5,1:23.047,1:21.378,1:20.168
16,67,5,12,6,1:24.591,1:20.701,1:20.250
16,3,3,16,7,1:22.828,1:20.368,1:20.326
16,9,2,5,8,1:23.072,1:21.147,1:20.631
16,6,3,17,9,1:23.161,1:20.427,1:20.674
16,4,4,7,10,1:24.842,1:21.657,1:21.422
16,155,7,10,11,1:24.335,1:21.960,\N
16,153,5,11,12,1:24.773,1:22.231,\N
16,154,4,8,13,1:24.394,1:22.477,\N
16,18,23,22,14,1:24.297,1:22.504,\N
16,24,10,21,15,1:24.645,\N,\N
16,20,9,15,16,1:25.009,\N,\N
16,5,1,2,17,1:25.052,\N,\N
16,1,1,1,18,1:25.192,\N,\N
16,2,2,6,19,1:25.515,\N,\N
16,21,6,3,20,1:40.703,\N,\N
17,1,1,1,1,1:39.873,1:39.695,1:40.948
17,20,9,15,2,1:40.666,1:39.984,1:41.615
17,17,9,14,3,1:40.667,1:40.272,1:41.726
17,22,23,23,4,1:40.574,1:40.421,1:41.786
17,18,23,22,5,1:40.378,1:40.148,1:41.892
17,15,7,9,6,1:40.517,1:40.373,1:41.897
17,9,2,5,7,1:40.520,1:40.545,1:41.992
17,2,2,6,8,1:40.558,1:40.635,1:42.343
17,3,3,16,9,1:40.842,1:40.661,1:42.583
17,67,5,12,10,1:40.908,1:40.430,1:42.713
17,8,6,4,11,1:41.100,1:40.726,\N
17,155,7,10,12,1:41.035,1:40.777,\N
17,5,1,2,13,1:40.808,1:40.983,\N
17,6,3,17,14,1:41.096,1:41.148,\N
17,153,5,11,15,1:41.503,1:41.689,\N
17,4,4,7,16,1:41.667,\N,\N
17,24,10,21,17,1:41.701,\N,\N
17,16,10,20,18,1:41.836,\N,\N
17,154,4,8,19,1:41.950,\N,\N
17,21,6,3,20,1:42.184,\N,\N
337,20,9,5,1,1:55.029,1:53.883,1:54.101
337,13,6,7,2,1:55.313,1:54.331,1:54.242
337,4,6,8,3,1:54.612,1:54.172,1:54.608
337,1,1,2,4,1:55.341,1:54.707,1:55.217
337,3,131,4,5,1:55.463,1:54.682,1:55.241
337,17,9,6,6,1:55.298,1:54.318,1:55.284
337,30,131,3,7,1:55.593,1:55.105,1:55.524
337,18,1,1,8,1:55.715,1:55.168,1:55.672
337,9,4,11,9,1:55.511,1:54.963,1:55.885
337,16,10,14,10,1:55.213,1:54.996,1:56.309
337,22,3,9,11,1:55.969,1:55.330,\N
337,24,10,15,12,1:55.628,1:55.623,\N
337,807,3,10,13,1:56.375,1:55.857,\N
337,37,15,22,14,1:56.428,1:56.237,\N
337,67,5,16,15,1:56.189,1:56.265,\N
337,155,15,23,16,1:56.541,1:56.270,\N
337,808,4,12,17,1:56.167,1:56.619,\N
